name,online_order,book_table,rating,votes,location,rest_type,dish_liked,cuisines,approx_cost,type
New Golden Emperor,Yes,No,3.7 ,229,Yeshwantpur,Quick Bites,NA,"North Indian, Chinese, Fast Food",400,Dine-out
Gilly's Restobar,No,Yes,4.5 ,2732,New BEL Road,"Pub, Casual Dining","Biryani, Beer, Murgh Platter, Cocktails, Pizza, Burgers, Drunken Chicken","Continental, Finger Food, North Indian, Chinese","1,200",Drinks & nightlife
1522 - The Pub,No,No,4.3 ,969,New BEL Road,Pub,"Biryani, Cocktails, Mocktails, Chilli Chicken, Wheat Beer, Chicken Wings, Devils Chicken","Chinese, Continental, North Indian","1,400",Drinks & nightlife
Black Jack,No,No,3.7 ,318,New BEL Road,Bar,"Beer, Cocktails, Masala Peanuts","North Indian, Chinese","1,400",Drinks & nightlife
B1,Yes,Yes,3.9 ,123,New BEL Road,Pub,Beer,"Continental, Burger, Italian, Pizza, North Indian, Salad","1,100",Drinks & nightlife
Obsidian Sports and Music Bar -Gokulam Grand Hotel &...,No,No,3.7 ,37,New BEL Road,Lounge,NA,Continental,"2,000",Drinks & nightlife
1522 - The Pub,No,No,4.3 ,969,New BEL Road,Pub,"Biryani, Cocktails, Mocktails, Chilli Chicken, Wheat Beer, Chicken Wings, Devils Chicken","Chinese, Continental, North Indian","1,400",Pubs and bars
Hammered,Yes,Yes,4.5 ,2935,New BEL Road,"Pub, Cafe","Mocktails, Cocktails, Pasta, Beer, Tacos, Pizza, Chicken Guntur","North Indian, Continental, Cafe","1,200",NA
Chin Lung Resto-Bar,No,No,4.0 ,307,New BEL Road,"Casual Dining, Bar","Murgh Ghee Roast, Pasta, Buffalo Wings, Dragon Chicken, Pizza, Mocktails, Fish","North Indian, Chinese, Fast Food","1,000",Pubs and bars
Black Jack,No,No,3.7 ,318,New BEL Road,Bar,"Beer, Cocktails, Masala Peanuts","North Indian, Chinese","1,400",Pubs and bars
B1,Yes,Yes,3.9 ,123,New BEL Road,Pub,Beer,"Continental, Burger, Italian, Pizza, North Indian, Salad","1,100",Pubs and bars
Big Pitcher,No,Yes,4.6 ,9272,Old Airport Road,"Pub, Microbrewery","Beer, Cocktails, Tiramisu, Tawa Chicken, Mocktails, Chicken Satay, Sea Food","American, Continental, North Indian, Mediterranean","1,800",NA
Peacock,Yes,Yes,4.0 ,861,Indiranagar,Casual Dining,"Mutton Roganjosh, Mango Mousse, Sev Puri, Kadai Paneer, Butter Chicken, Vanilla Ice Cream, Mocktails","North Indian, BBQ, Mughlai","1,200",Buffet
Ministry of Food - Hilton Bangalore Embassy GolfLinks,No,Yes,4.2 ,473,Domlur,Fine Dining,"Chicken Curry, Jalebi, Pasta, Breakfast Buffet, Paratha, Fish, Mutton Sukha","North Indian, Asian, South Indian, Italian, European","3,000",Buffet
Citrus - The Leela Palace,No,Yes,4.2 ,597,Old Airport Road,Fine Dining,"Salad, Macaroon, Steak, Rasgulla, Pizza, Salads, Waffles","North Indian, Italian, Asian, Continental, Mediterranean","3,500",Buffet
Limelight - Royal Orchid Hotel,No,Yes,3.9 ,428,Old Airport Road,Fine Dining,"Sea Food, Pizza, Biryani, Coffee, Fish, Chaat, Pasta","Continental, North Indian","2,200",Buffet
20 Char - Sterlings MAC Hotel,No,Yes,4.0 ,427,Old Airport Road,"Casual Dining, Bar","Rasmalai, Pizza, Fish, Gulab Jamun, Mutton Curry, Salads, Virgin Mojito","Chinese, Continental, North Indian, South Indian, Arabian","1,400",Buffet
Shebestan - Sterlings MAC Hotel,No,Yes,4.2 ,407,Old Airport Road,Casual Dining,"Salads, Tabbouleh, Mutton Curry, Falafel, Pasta, Kheer, Lunch Buffet",Arabian,"1,500",Buffet
Java,No,No,3.7 ,39,Old Airport Road,Casual Dining,NA,"North Indian, Chinese",700,Buffet
Barbeque Nation,No,Yes,4.7 ,7261,Indiranagar,Casual Dining,"Mutton Curry, Tender Coconut Payasam, Mutton Seekh Kebab, Kulfi, Kheer, Chicken Biryani, Brownie","North Indian, European, Mediterranean, BBQ, Kebab","1,600",Buffet
LOFT38,No,Yes,4.3 ,3655,Indiranagar,"Lounge, Casual Dining","Cocktails, Mushroom Pizza, Pork Ribs, Mocktails, Nachos, Sea Food, Long Island Iced Tea","Italian, BBQ, Asian, Fast Food","1,900",NA
Little Italy,Yes,Yes,4.2 ,3305,Indiranagar,Casual Dining,"Pasta, Macaroni, Caesar Salad, Wood Fire Pizza, Ravioli, Chocolate Bomb, Cocktails","Italian, Pizza, Mexican","1,400",NA
Mainland China,Yes,Yes,4.4 ,1554,Indiranagar,Casual Dining,"Basil Chicken, Chicken Dim Sum, Lunch Buffet, Chicken Tom Yum Soup, Sweet Corn Soup, Singapore Noodles, Chicken Wings",Chinese,"1,700",Buffet
Dhaba - Estd 1986 Delhi,Yes,Yes,4.4 ,1522,Indiranagar,"Casual Dining, Bar","Gajar Halwa, Shikanji, Kheer, Dal Makhani, Lunch Buffet, Panner Tikka, Butter Chicken","North Indian, Mughlai, Desserts","1,500",Buffet
Urban Tamaasha,Yes,Yes,4.1 ,880,Indiranagar,Casual Dining,"Virgin Mojito, Pasta Alfredo, Mocktails, Mutton Boti Kebab, Diwani Handi, Chelo Kebab, Dragon Rolls","North Indian, Chinese, Continental","1,200",NA
Pasta Street,Yes,Yes,4.5 ,1670,Indiranagar,Casual Dining,"Pasta, Pizza, Garlic Bread, Ravioli, Orange Mojito, Chicken Calzone, Mocktails","Italian, Pizza, Salad","1,300",NA
Oye Amritsar,Yes,Yes,3.9 ,1488,Indiranagar,Casual Dining,"Paneer Makhani, Chaat, Jalebi, Hara Bhara Kabab, Makke Ki Roti, Punjabi Lassi, Rabri",North Indian,600,NA
Empire Restaurant,Yes,No,4.1 ,8286,Indiranagar,Casual Dining,"Dum Biryani, Fiery Chicken, Butter Chicken, Pepper Chicken, Paneer Tikka Masala, Chicken Grill, Chilli Chicken","North Indian, Mughlai, South Indian, Chinese",750,NA
Southindies,No,Yes,4.0 ,1231,Indiranagar,Casual Dining,"Pongal, Appam, Elaneer Payasam, Gulab Jamun, Rava Idli, Veg Buffet, Lunch Buffet","South Indian, Chettinad, Kerala, Sri Lankan",800,Buffet
The Kebab Room - Restaurant & Brewery,No,Yes,4.0 ,776,Indiranagar,"Casual Dining, Microbrewery","Biryani, Beer, Phirni, Paneer Tikka, Raita, Dahi Ke Kebab, Fish","Mughlai, North Indian","1,000",Buffet
Zaica Dine & Wine,Yes,Yes,4.0 ,1021,Indiranagar,Casual Dining,"Chocolate Pani Puri, Butter Chicken, Gajar Halwa, Keema Pav, Mocktails, Raj Kachori, Biryani",North Indian,"1,200",NA
Copper Chimney,Yes,Yes,4.2 ,97,Indiranagar,Casual Dining,"Chura Paratha, Mocktails, Phirni, Shikanji, Soan Papdi","North Indian, Biryani","1,200",Buffet
The Hub & The Bar - Hotel Ramada Encore,No,No,3.9 ,120,Domlur,"Casual Dining, Bar","Sandwiches, Lunch Buffet, Biryani, Gulab Jamun, Breakfast Buffet, Pasta, Vada","North Indian, Continental, Chinese, European","1,700",Buffet
The Paramount Hotel,Yes,No,2.9 ,325,Domlur,Casual Dining,"Egg Paratha, Tangdi Kabab, Butter Chicken, Ghee Rice, Faluda, Shawarma, Chicken Kebab","North Indian, Chinese, Kerala, Mughlai, Arabian, Beverages","1,000",Buffet
Flavors of India,No,No,3.5 ,6,Domlur,Casual Dining,NA,"North Indian, South Indian, Andhra, Mughlai",600,Buffet
Sunny's,No,No,0,0,Indiranagar,Casual Dining,NA,"European, Italian, Seafood, Continental","2,100",Buffet
House Of Seitan,Yes,No,4.0 ,38,Indiranagar,Cafe,"Burgers, Sandwich, Sandwiches, Salads","Healthy Food, Burger, Beverages, Cafe, Sandwich, Salad",700,Cafes
Cup Chronicles Cafe,Yes,Yes,3.9 ,58,Indiranagar,Quick Bites,"Tea, Sandwiches","Continental, Desserts, Beverages",450,Cafes
Brown Crust Cafe,No,No,3.2 ,20,Old Airport Road,Cafe,NA,"Cafe, Italian, Desserts",300,Cafes
The Chocolate Heaven,Yes,No,3.8 ,139,Old Airport Road,"Dessert Parlor, Cafe","Paneer Pizza, Sizzler Brownie, Hot Chocolate, Pancakes, Pasta, Coffee, Nutella Waffle","Desserts, Cafe, Italian, Beverages",700,Cafes
Talk Over Table,No,No,4.0 ,287,Jeevan Bhima Nagar,Cafe,"Coffee, Wedges, Broccoli Soup, Chicken Ceaser Salad, Chicken Burger, Pancakes, Chicken Steak",Cafe,500,Cafes
Chaai Resto,No,No,0,0,Jeevan Bhima Nagar,"Cafe, Quick Bites",NA,"Cafe, Rolls, Fast Food",200,Cafes
Cafe Oleiva,No,No,3.4 ,6,Thippasandra,Cafe,NA,Cafe,500,Cafes
9th Cross Cafe,No,No,3.6 ,12,Jeevan Bhima Nagar,Cafe,NA,"Cafe, Italian, French",550,Cafes
Lavonne,No,No,4.4 ,1130,Indiranagar,"Cafe, Dessert Parlor","Coffee, Burgers, Croissants, Cheesecake, Pasta, Sandwich, Spaghetti","Cafe, Desserts",800,Cafes
Smoor,Yes,No,4.6 ,1732,Indiranagar,"Dessert Parlor, Cafe","Hot Chocolate, Chocolate Pastry, Cheesecake, Coffee, Chocolate Sundae, Chips, Mumbai Sandwich","Desserts, Cafe, Beverages",900,NA
Ciclo Cafe,Yes,No,4.3 ,1331,Indiranagar,"Cafe, Casual Dining","Pizza, Cheesy Fries, Chicken Ceaser Salad, Tiramisu, Salads, Cocktails, Burgers","Cafe, Italian, American","1,000",NA
Lazy Suzy,Yes,Yes,4.3 ,1258,Indiranagar,"Cafe, Bakery","Hot Chocolate, Pizza, Sandwiches, Pancakes, Mushroom Pasta, Pasta Salad, Sandwich","Cafe, Continental, Beverages, Burger, Desserts, Pizza, Bakery, European","1,000",NA
Loveshack,No,Yes,4.0 ,1806,Domlur,"Lounge, Cafe","Corn Balls, Cocktails, Mocktails, Sunday Brunch, Fish, Chicken Wings, Nachos","Continental, Pizza, North Indian, Goan, Cafe","1,600",Cafes
Chai Days,Yes,No,4.5 ,132,Indiranagar,Cafe,"Banana Cake, Ginger Tea, Samosa, Masala Chai, Saffron Chai, Banana Walnut, Ginger Chai","Cafe, Tea, Beverages, Fast Food",200,Cafes
Bean Flickers,Yes,No,4.3 ,397,Indiranagar,Cafe,"Burgers, Coffee, Mutton Burger, Sandwiches, Hot Chocolate, Fries, Sandwich","Cafe, American, Fast Food, Coffee, Continental",700,Cafes
Tea Brew,Yes,No,4.1 ,1157,Indiranagar,"Cafe, Casual Dining","Momos, Wedges, Chai, Veg Club Sandwich, Masala Tea, Pasta, Hot Chocolate","Cafe, Continental, Momos, Italian, North Indian",500,NA
Infinitea Tea Room & Tea Store,Yes,Yes,4.3 ,771,Indiranagar,"Casual Dining, Cafe","Coffee, Momos, Sandwich, Tiramisu, Nachos, Kiwi Ice Tea, Masala Tea","Continental, Cafe, Desserts, Salad, Momos","1,000",NA
Waffle Magic,No,No,4.2 ,592,Indiranagar,Cafe,"Sandwiches, Blueberry Waffles, Fruit Pancake, Blueberry Pancakes, Belgian Waffles, Chocolate Chip Waffle, Banana Caramel","Cafe, Desserts",700,Cafes
The Ants Cafe & Store,Yes,Yes,3.9 ,1387,Indiranagar,Cafe,"English Breakfast, Coffee, Watermelon Feta Salad, Waffles, Salads, Pasta, Hazelnut Cappuccino","Cafe, Italian, Fast Food",800,Cafes
Smally's Resto Cafe,Yes,No,4.1 ,424,Indiranagar,Cafe,"Burgers, Peri Peri Chicken Steak, Pizza, Pasta, Meat Balls, Beef Burger, Hot Chocolate","Cafe, Italian, Burger, American, Steak",650,Cafes
Fog City Cafe,Yes,No,0,0,Indiranagar,Cafe,NA,"Italian, Fast Food, Burger",500,Cafes
Mama Mia!,Yes,No,4.3 ,428,Indiranagar,"Dessert Parlor, Cafe","Gelato, Strawberry Sundae, Hot Chocolate, Brownie, Wedges, Peri Peri Fries, Thick Shakes","Desserts, Cafe",400,Cafes
Gobble Up Churros Cafe,Yes,No,4.3 ,379,Indiranagar,Dessert Parlor,"Churros, Empanadas, Hot Chocolate, Chocolate Banana, Salad, Chocolate Shake, Patata Bravas","Street Food, Continental, Mexican, Beverages, Cafe, Desserts, Spanish",400,Cafes
Cafe Braqa,Yes,Yes,4.1 ,147,Indiranagar,Cafe,"Ginger Tea, Cup Cake, Sandwich, Pasta, Pizza, Cappuccino, Cheese Sticks","Cafe, Italian, Continental, Beverages",700,Cafes
Starbucks,No,No,4.2 ,591,Indiranagar,Cafe,"Coffee, Hot Chocolate, Chocolate Muffin, Cappuccino, Sandwiches, Latte, Croissants","Cafe, Desserts",700,Cafes
Chantilly,Yes,No,4.1 ,124,Indiranagar,"Cafe, Bakery","Sandwiches, Cheesecake, Tiramisu, Blueberry Cake, Hot Chocolate, Red Velvet Cake, Brownie","Cafe, Bakery",450,Cafes
Django,Yes,Yes,4.0 ,220,Indiranagar,Quick Bites,"Burgers, Coffee, Peri Peri Chicken Wings, Beef Burger, Veggie Pizza, Mango Salad, Chicken Burger","Beverages, Italian, Pizza, Burger",800,NA
Tata Cha,Yes,No,3.9 ,681,Indiranagar,Cafe,"Poha, Masala Tea, Hot Chocolate, Gulkand Chai, Dabeli, Iced Peach Tea, Bun Maskas","Cafe, Tea, North Indian",500,NA
Grubhouse,Yes,No,4.1 ,338,Indiranagar,"Casual Dining, Cafe","Burgers, Pasta, Caramel Custard, Carbonara, Crispy Corn, Mutton Curry, Lemonade","Cafe, Continental",800,Cafes
Eddy's Cafe,Yes,No,4.1 ,142,Indiranagar,Cafe,"Dark Chocolate Shake, Cappuccino, Pancakes, Hot Chocolate, Wedges, Waffles, Garlic Bread","Cafe, American, Salad, Continental, Healthy Food, Italian, Coffee, Desserts",750,Cafes
Lahe Lahe Santhe,No,No,3.8 ,20,Indiranagar,Cafe,NA,"Cafe, Beverages",300,Cafes
D'Cafe,Yes,No,3.8 ,18,Domlur,Cafe,NA,"Cafe, Coffee, Continental",500,Cafes
Lakeview Milkbar,No,No,2.9 ,544,Indiranagar,"Dessert Parlor, Cafe","Sandwiches, Brownie, Chicken Sandwich, Pizza, Hot Chocolate, Chocolate Sundae, Icecream Cake","Fast Food, Desserts, Cafe",600,Cafes
UBCR,Yes,No,3.3 ,5,Indiranagar,Quick Bites,NA,Fast Food,200,Cafes
Barista,No,No,3.6 ,18,Domlur,Cafe,NA,Cafe,300,Cafes
iSpice Resto Cafe,Yes,No,3.7 ,32,Indiranagar,Quick Bites,NA,"North Indian, Chinese, Fast Food",500,Cafes
J's Cafe,No,No,3.9 ,155,Indiranagar,Cafe,"Coffee, Pizza, Pasta, Broccoli Soup, Tea, Hot Chocolate, Stuffed Mushroom","Cafe, Continental",700,NA
Costa Coffee,No,No,3.8 ,211,Indiranagar,Cafe,"Cappuccino, Sausage Roll, Chicken Sandwich, Chocolate Muffin, Hot Chocolate, Hot Coffee, Americano",Cafe,500,Cafes
Cup Shup,No,No,2.8 ,185,Indiranagar,Cafe,"Sandwiches, Coffee, Burgers, Chicken Wrap, Rolls, Ginger Tea, Chicken Sandwich","Cafe, Continental, Fast Food",500,Cafes
Chai Cafe,No,No,3.9 ,49,Indiranagar,Cafe,"Kadak Chai, Cutting Chai, Ginger Tea, Vada Pav, Samosa Bun",Cafe,200,NA
Raenss Cafe,Yes,No,2.4 ,128,Indiranagar,Cafe,"Burgers, Hot Dog, Coffee, Noodles, Hot Chocolate, Sandwich, Double Choco Mocha","Cafe, Fast Food",600,NA
Breadworks,Yes,No,2.9 ,48,Indiranagar,"Bakery, Cafe","Sandwich, Coffee, Sandwiches, Brownie, Pizza","Bakery, Cafe",500,Cafes
Cross Roads Cafe,No,No,3.0 ,59,Indiranagar,Cafe,"Mojito, Fajitas","Cafe, Italian, Tex-Mex, Fast Food, Burger",500,NA
Melting Spot,No,No,4.0 ,134,Indiranagar,"Cafe, Dessert Parlor","Sandwiches, Pav Bhaji, Ice Cream Roll, Sev Puri, Vada Pav, Sandwich, Dabeli","Cafe, Desserts, Beverages, Italian",600,NA
Cafe Velvette,No,No,3.4 ,11,Domlur,"Cafe, Dessert Parlor",NA,"Cafe, American, Italian, Continental",400,Cafes
Hot Spot Cafe,No,No,2.9 ,17,Domlur,Cafe,NA,"Cafe, Fast Food",150,Cafes
C-harge by Chefkraft,No,No,3.4 ,7,Indiranagar,Cafe,NA,"Cafe, Continental",600,Cafes
eat.fit,Yes,No,4.5 ,875,Indiranagar,Delivery,"Salads, Sandwiches, Chicken Curry, Dal Makhani, Paratha, Noodles, Apple Mojito","Healthy Food, North Indian, Biryani, Continental, Desserts",500,NA
BOX8- Desi Meals,Yes,No,4.3 ,464,Old Airport Road,"Takeaway, Delivery","Sandwiches, Chocolava, Salads, Rajma, Halwa, Biryani, Chicken Curry","North Indian, Mughlai, Fast Food",500,Delivery
Chai Days,Yes,No,4.5 ,132,Indiranagar,Cafe,"Banana Cake, Ginger Tea, Samosa, Masala Chai, Saffron Chai, Banana Walnut, Ginger Chai","Cafe, Tea, Beverages, Fast Food",200,Delivery
Shanmukha,Yes,No,3.8 ,149,Old Airport Road,Casual Dining,"Fish, Chicken Curry, Paneer Biryani, Basmati Rice, Baby Corn Masala","Biryani, Andhra, North Indian, Chinese",800,Delivery
FreshMenu,Yes,No,3.8 ,1093,East Bangalore,Delivery,"Salads, Burgers, Sandwiches, Pizza, Pasta, Fish, Salad","Healthy Food, Chinese, Biryani, North Indian, Continental, Salad, American, Burger",450,Delivery
A 1 Pizza and Food,Yes,No,2.8 ,215,Old Airport Road,Delivery,Pizza,"Pizza, Chinese, North Indian",300,Delivery
Chandni Chowk 2 Bangalore,Yes,No,4.2 ,252,Jeevan Bhima Nagar,Quick Bites,"Lassi, Soya Chaap, Tandoori Chaap, Malai Chaap, Biryani, Laccha Paratha, Gulab Jamun","North Indian, Rolls",400,Delivery
New Krishna Sagar,Yes,No,3.5 ,35,Indiranagar,Quick Bites,NA,"South Indian, North Indian, Chinese",300,Delivery
XO Belgian Waffle,Yes,No,4.4 ,95,Indiranagar,Dessert Parlor,"Chocolate Waffles, Hot Chocolate, Nutella Waffle, Vanilla Ice Cream, Thick Shakes, Kit Kat Shake, Banana Caramel","Desserts, Beverages",400,Delivery
Dal Roti Sabji,Yes,No,4.1 ,86,Indiranagar,Quick Bites,"Kadhai Paneer, Paratha",North Indian,150,Delivery
Red Kitchen,Yes,No,3.4 ,154,Jeevan Bhima Nagar,Quick Bites,"Biryani, Chicken Kebab","North Indian, South Indian, Chinese",200,Delivery
Gurukrupa Paratha House,Yes,No,3.9 ,644,Old Airport Road,Quick Bites,"Paratha, Tikka, Rajma, Sweet Lassi, Murgh Patiala, Paneer Lababdar, Dal Makhani","North Indian, Chinese",400,Delivery
Donne Biriyani House,Yes,No,4.0 ,494,Indiranagar,Quick Bites,"Pepper Chicken, Chicken Biryani, Mutton Biryani",Biryani,300,Delivery
Empire Restaurant,Yes,No,4.1 ,8286,Indiranagar,Casual Dining,"Dum Biryani, Fiery Chicken, Butter Chicken, Pepper Chicken, Paneer Tikka Masala, Chicken Grill, Chilli Chicken","North Indian, Mughlai, South Indian, Chinese",750,Delivery
Sree Spicy Hub,Yes,No,3.9 ,234,Jeevan Bhima Nagar,Casual Dining,"Chicken Biryani, Dum Biryani, Hyderabadi Style Biryani, Chicken Kebab","Andhra, Biryani, South Indian",600,Delivery
Pathaan Sir,Yes,No,3.3 ,55,Indiranagar,Quick Bites,Rolls,"Fast Food, Momos, Rolls",250,Delivery
Zawaa Foods,Yes,No,3.4 ,42,Old Airport Road,Quick Bites,"Biryani, Thali","Continental, South Indian, North Indian, Arabian",400,Delivery
Bharpur Aahar,Yes,No,3.9 ,419,Jeevan Bhima Nagar,Quick Bites,Biryani,"North Indian, Chinese",200,Delivery
Chakum Chukum Calcutta On A Roll,Yes,No,2.8 ,94,Indiranagar,Quick Bites,"Rolls, Chicken Tikka Roll, Egg Roll, Veggie Roll","Fast Food, Rolls",400,Delivery
Kabab Souq,Yes,No,3.8 ,315,Thippasandra,Quick Bites,"Chicken Grill, Shawarma, Naan","North Indian, Chinese, Arabian, BBQ, Middle Eastern",400,Delivery
Chowpatty,Yes,No,3.9 ,929,Indiranagar,Quick Bites,"Pav Bhaji, Gulab Jamun, Chaat, Paratha, Vada Pav, Buttermilk, Thali","North Indian, Fast Food, Street Food",300,Delivery
Midnight Mania,Yes,No,4.0 ,731,Koramangala 6th Block,Delivery,"Paneer Tikka Pizza, Veggie Pizza, Chocolate Tart, Peri Peri Chicken Pizza, Pasta, Kit Kat Shake, Margherita Pizza","Pizza, Italian, Beverages",700,Delivery
Fresh Aahar,Yes,No,3.9 ,43,Indiranagar,"Takeaway, Delivery",NA,"Biryani, Mangalorean, Kerala",400,Delivery
Punjabi Tandoor,Yes,No,3.6 ,251,Kaggadasapura,Casual Dining,"Lassi, Tandoori Roti, Butter Chicken, Garlic Naan, Tandoori Chicken, Paneer Manchurian, Egg Curry","North Indian, Chinese",700,Delivery
Khushi Kitchen,Yes,No,3.4 ,74,Thippasandra,Quick Bites,NA,"Street Food, North Indian, Bengali, Oriya",400,Delivery
Chakh Le Foods,Yes,Yes,3.4 ,258,Jeevan Bhima Nagar,Casual Dining,"Fish, Aloo Posto","North Indian, Mughlai, Bengali, Chinese",500,Delivery
Behrouz Biryani,Yes,No,4.0 ,88,Old Airport Road,Delivery,"Biryani, Gulab Jamun, Raita",Biryani,650,Delivery
Sagar Deluxe,Yes,No,3.4 ,161,Jeevan Bhima Nagar,Quick Bites,"Idli Vada, Masala Dosa, Filter Coffee, Curd Rice","South Indian, North Indian, Chinese",350,Delivery
The Paramount Hotel,Yes,No,2.9 ,325,Domlur,Casual Dining,"Egg Paratha, Tangdi Kabab, Butter Chicken, Ghee Rice, Faluda, Shawarma, Chicken Kebab","North Indian, Chinese, Kerala, Mughlai, Arabian, Beverages","1,000",Delivery
Tripura Express,Yes,No,3.0 ,168,Old Airport Road,"Takeaway, Delivery",NA,"Pizza, Beverages",450,Delivery
Delite Chaat House,Yes,No,4.0 ,454,Indiranagar,Quick Bites,"Chaat, Dabeli, Pav Bhaji, Sandwiches, Farsan, Sandwich, Vada Pav","Street Food, Gujarati",300,Delivery
FoodIshq,Yes,No,4.0 ,175,Kaggadasapura,Delivery,"Paratha, Rasgulla, Dal Fry, Paneer Bhurji, Thali, Aloo Jeera",North Indian,450,Delivery
Corner House Ice Cream,Yes,No,4.7 ,2172,Indiranagar,Dessert Parlor,"Hot Chocolate Fudge, Chocolate Mousse, Brownie Fudge Sundae, Almond Fudge, Banana Split, Ice Cream Sundae, Apple Pie","Ice Cream, Desserts",400,Delivery
Mojo Pizza - 2X Toppings,Yes,No,4.2 ,227,Old Airport Road,"Takeaway, Delivery","Chocolava Cake, Veggie Pizza, Exotic Garlic Bread, Pepperoni, Bbq Chicken Pizza, Brownie Chocolate",Pizza,600,Delivery
Zaitoon,Yes,Yes,4.3 ,2032,Old Airport Road,Casual Dining,"Vegetable Biryani, Barbeque Chicken, Pepper Bbq Chicken, Shawarma, Paneer Tikka, Tomato Soup, Dragon Chicken","BBQ, Arabian, Chinese, North Indian, Desserts","1,000",Delivery
Leon Grill,Yes,No,4.2 ,1344,Jeevan Bhima Nagar,Quick Bites,"Burgers, Peri Peri Chicken, Fries, Jumbo Royale Burger, Falafel Roll, Shawarma, Chicken Jumbo Burger","Burger, Fast Food",500,Delivery
Kunda Biryani,Yes,No,3.8 ,198,CV Raman Nagar,Casual Dining,"Mutton Biryani, Chicken Boneless Biryani, Dum Biryani","Hyderabadi, Biryani, North Indian",800,Delivery
Rajdhani Thali Restaurant,Yes,Yes,4.0 ,1137,Indiranagar,Casual Dining,"Lassi, Dahi Vada, Aamras, Daal Baati Churma, Veg Thali, Malpua, Kadhi",North Indian,"1,000",Delivery
Motis Kitchen,Yes,No,4.1 ,563,Thippasandra,Quick Bites,"Biryani, Roast Beef, Chicken Curry, Tea, Pazham Pori, Fish Fry, Beef Fry","South Indian, Kerala, Biryani",350,Delivery
Meghana Foods,Yes,Yes,4.2 ,1774,Indiranagar,Casual Dining,"Chicken Boneless Biryani, Paneer Biryani, Andhra Style Biryani, Tandoori Chicken, Hyderabadi Biryani, Prawn Biryani, Raita",North Indian,800,Delivery
Paradise,Yes,No,4.0 ,3268,Indiranagar,Casual Dining,"Chicken Biryani, Hyderabadi Biryani, Mutton Biryani, Hydrabadi Biryani, Vegetable Biryani, Reshmi Kebab, Mutton Seekh Kabab","Biryani, North Indian, Kebab",800,Delivery
Maravanthe,Yes,Yes,4.4 ,711,Indiranagar,Casual Dining,"Neer Dosa, Sea Food, Fish, Murgh Ghee Roast, Anjal Masala Fry, Prawn Ghee Roast, Mutton Biryani","Seafood, Mangalorean","1,000",Delivery
VSV Chettinad,Yes,No,3.3 ,73,Kaggadasapura,Casual Dining,Rolls,"Chettinad, South Indian, Chinese, Seafood, Rolls, North Indian",600,Delivery
New Punjabi Hotel,Yes,No,3.2 ,393,Old Airport Road,Quick Bites,"Rajma, Tandoori Roti, Sweet Lassi, Tandoori Chicken, Naan, Dal Makhani, Veg Thali","North Indian, Chinese",400,Delivery
Chef's Cap Chinese Cuisine Restaurant,Yes,No,3.9 ,37,Old Airport Road,Quick Bites,NA,Chinese,400,Delivery
Hongkong Garden,Yes,No,3.9 ,310,Kaggadasapura,Casual Dining,"Spring Roll, Chop Suey, Manchow Soup, American Chopsuey","Chinese, Thai, Seafood, Momos",500,Delivery
Dindigul Thalappakatti,Yes,No,4.2 ,326,Indiranagar,Casual Dining,"Mutton Biryani, Mutton Sukha, Chicken Varuval, Chicken Boneless Biryani, Kola Urundai, Dindigul Biryani","Biryani, Chinese, North Indian, South Indian",800,Delivery
KFC,Yes,No,3.9 ,332,Old Airport Road,Quick Bites,"Burgers, Ginger Chicken, Hot Wings, Veg Burger, French Fries, Rice Bowl","Burger, Fast Food",400,Delivery
Potful,Yes,No,4.1 ,1135,Domlur,Delivery,"Phirni, Chicken Roll, Hyderabadi Biryani, Mutton Biryani, Lucknowi Biryani, Galauti Kebab, Gulab Jamun","Biryani, Kebab, Rolls, Mughlai",650,Delivery
The Good Bowl,Yes,No,3.7 ,15,Indiranagar,"Takeaway, Delivery",NA,"Italian, North Indian, Biryani",500,Delivery
Beijing Bites,Yes,No,3.2 ,292,Jeevan Bhima Nagar,Casual Dining,"Noodles, Chicken Noodle, Momos, Manchow Soup, Manchurian, Garlic Butter Noodle, Golden Fried Prawns","Chinese, Thai",850,Delivery
Hyderabad Biryaani House,Yes,No,3.9 ,1626,Old Airport Road,Casual Dining,"Hyderabadi Biryani, Mutton Biryani, Tandoori Chicken, Vegetable Biryani, Chicken Boneless Biryani, Lime Soda, Chicken Dum Biryani","Biryani, North Indian, Chinese",700,Delivery
